(0.34532413821508723, 3.180505737816123)
(0.4229586100380342, 3.4656658409164387)
(2.85803412326344, 5.422314947890365)
(7.360621368254263, 9.91761430170215)
(9.85437967496594, 21.841867988274494)
(9.530126987728039, 23.024557319569038)
(17.963312754756085, 23.253162890987316)
(20.341877276478986, 25.452955365235443)
(27.190898171087074, 28.666913548742432)
(35.63805417049442, 29.338605097930508)
(32.949403919111276, 57.49542941342011)
(36.32418278159125, 39.26713259980451)
(37.315842984306904, 29.788144222177415)
(40.899121118636565, 43.62509076818774)
(63.31226971901092, 36.320900122209785)
(60.03311206179933, 41.77317455518231)
(49.66787546673974, 51.08324871788906)
(63.871468268896926, 38.17321849424548)
(66.78206193895048, 39.23827487319839)
(52.17230707833588, 82.9734778483125)
