(0.07375433101227316, 1.9715989018851)
(0.002830288823213958, 0.0013543130260261268)
(0.08119607841006397, 1.461224104756752)
(0.08728905299986954, 1.815485797074486)
(0.07581438770187371, 1.3120034319598912)
(0.00582469675440843, 0.10071274422454782)
(0.028391962660965966, 0.1865148020262985)
(0.04803140401799246, 0.7485388157805756)
(0.07081932016549063, 0.9021720364080905)
(0.16594614936918028, 1.7453150209535826)
(0.07115862007615392, 0.7217745080711444)
(0.17198219282259097, 1.6457795593798457)
(0.046147468602490596, 0.6152130865274739)
(0.034315359233808664, 0.28284467766847626)
(0.03970375925947975, 0.44229207760031225)
(0.040767548657942305, 0.5074043638062106)
(0.015719563097036433, 0.36088544282073604)
(0.040172018772780586, 0.5941591461340496)
(0.15775595981689297, 1.5486654845966474)
(0.08225748239499456, 1.6759992982739726)
