(0.09458355965421333, 0.021124078638369972, 0.9552283443564535)
(0.0064927251804955954, 0.9544870051896227, 0.33298705092631775)
(0.9605034401369016, -0.17803001046810368, 0.1460308840423003)
(0.9670854297325628, 0.04038344546944472, -0.007122315700265225)
(0.0064927251804955954, 0.9544870051896227, -0.052599392157811786)
(0.9293106991189015, 0.3954439242674746, -0.03511228388975279)
(0.27782002871247624, 0.04038344546944472, 0.8346555750232377)
(0.3495509472227214, 0.3248574439378609, 0.6093586652221361)
(0.6109817764429526, 0.940688476224673, 0.18635011794172654)
(0.5197139177055854, 0.3954439242674746, -0.03511228388975279)
(0.09458355965421333, 0.6755029594447817, 0.3608688594149264)
(0.27782002871247624, 0.04038344546944472, 0.3267976451942117)
(0.6181459696782043, 0.3248574439378609, 0.21417331248372962)
(0.44183821835697007, -0.17803001046810368, 0.1460308840423003)
(0.48120332838243135, 0.04038344546944472, 0.5085411924913985)
(0.3495509472227214, 0.3248574439378609, 0.011781755164192081)
(0.14995456220098594, 0.940688476224673, 0.18635011794172654)
(0.0064927251804955954, 0.5993265027414414, 0.41475311438350876)
(0.08738006246627517, 0.9544870051896227, -0.052599392157811786)
(-0.037552692056363274, 0.4240592322417994, 0.3267976451942117)
